HT_AT_DATE,DATE,HT,AT,HT_RD,AT_RD,HT_ELO,AT_ELO,HT_HPG,AT_HPG,HT_PREV_SC,AT_PREV_SC,HT_WL_RATIO,AT_WL_RATIO,HT_AVG_SC,AT_AVG_SC,HT_SC,AT_SC
ARI_COL_2023-06-01,2023-06-01,4,6,18.0,-53.0,1512.36929245345,1461.8658033521,8.875,8.928571428571429,5.0,4.0,1.434782608695652,0.75,5.017857142857143,4.607142857142857,6.0,0.0
HOU_MIN_2023-06-01,2023-06-01,13,17,47.0,41.0,1564.82096803495,1500.52218532739,8.076923076923077,7.839285714285714,5.0,7.0,1.3636363636363635,1.0740740740740742,4.403846153846154,4.553571428571429,2.0,8.0
NYM_PHI_2023-06-01,2023-06-01,14,19,-8.0,-43.0,1513.49358875932,1506.04834443235,8.142857142857142,8.654545454545454,4.0,1.0,1.0740740740740742,0.8333333333333334,4.446428571428571,4.1454545454545455,4.0,2.0
PIT_STL_2023-06-02,2023-06-02,20,28,6.0,7.0,1476.32832130563,1510.21018415817,8.127272727272727,8.631578947368421,2.0,2.0,1.037037037037037,0.78125,4.381818181818182,4.7894736842105265,7.0,5.0
WSH_PHI_2023-06-02,2023-06-02,3,19,-16.0,-45.0,1462.53499986452,1504.41235668418,8.947368421052632,8.607142857142858,3.0,2.0,0.9,0.8064516129032258,4.2631578947368425,4.107142857142857,8.0,7.0
HOU_LAA_2023-06-02,2023-06-02,13,5,41.0,12.0,1566.35612689343,1498.98702646891,8.037735849056604,9.13953488372093,2.0,4.0,1.3043478260869565,1.15,4.3584905660377355,5.1395348837209305,5.0,2.0
CIN_MIL_2023-06-02,2023-06-02,21,2,-28.0,-26.0,1467.06989363058,1504.01136320004,8.660714285714286,7.464285714285714,2.0,1.0,0.8666666666666667,1.0740740740740742,4.607142857142857,3.9464285714285716,4.0,5.0
NYM_TOR_2023-06-02,2023-06-02,14,9,-6.0,32.0,1515.12957650749,1536.86018570125,8.070175438596491,9.357142857142858,4.0,3.0,1.1111111111111112,1.1538461538461537,4.43859649122807,4.785714285714286,0.0,3.0
MIA_OAK_2023-06-02,2023-06-02,7,24,-52.0,-196.0,1477.18612976681,1409.01712822093,8.547619047619047,7.228070175438597,10.0,2.0,0.8260869565217391,0.2391304347826087,3.6666666666666665,3.473684210526316,4.0,0.0
BOS_TB_2023-06-03,2023-06-03,23,8,19.0,85.0,1514.55727933099,1560.869324877,9.072727272727272,8.75,8.0,1.0,1.1153846153846154,1.8235294117647058,5.2727272727272725,5.479166666666667,2.0,4.0
ARI_ATL_2023-06-03,2023-06-03,4,26,24.0,57.0,1514.81498107992,1552.31169105811,8.894736842105264,8.672727272727272,6.0,1.0,1.4782608695652173,1.391304347826087,5.035087719298246,5.0181818181818185,3.0,2.0
CWS_DET_2023-06-03,2023-06-03,16,22,-9.0,-56.0,1480.1110677207,1466.52755268606,8.210526315789474,7.814814814814815,5.0,3.0,0.7272727272727273,0.9285714285714286,4.2368421052631575,3.7777777777777777,3.0,0.0
TEX_SEA_2023-06-03,2023-06-03,11,1,141.0,23.0,1531.17053774467,1522.92674385949,9.622641509433961,7.672727272727273,2.0,2.0,1.9444444444444444,1.037037037037037,6.415094339622642,4.509090909090909,2.0,0.0
KC_COL_2023-06-03,2023-06-03,12,6,-80.0,-59.0,1440.49136851849,1463.82011281583,7.833333333333333,8.824561403508772,1.0,0.0,0.2413793103448276,0.7272727272727273,3.6944444444444446,4.526315789473684,2.0,7.0
LAD_NYY_2023-06-03,2023-06-03,29,30,49.0,41.0,1573.70334792512,1549.09969750554,8.090909090909092,8.035087719298245,9.0,10.0,1.391304347826087,1.4782608695652173,5.527272727272727,4.7894736842105265,8.0,4.0
SF_BAL_2023-06-03,2023-06-03,27,18,5.0,28.0,1512.66959369433,1519.29759199113,8.447368421052632,8.482142857142858,1.0,8.0,1.2352941176470589,1.6666666666666667,4.342105263157895,5.017857142857143,2.0,3.0
MIA_OAK_2023-06-03,2023-06-03,7,24,-48.0,-200.0,1478.96742286411,1407.23583512363,8.55813953488372,7.189655172413793,4.0,0.0,0.8695652173913043,0.23404255319148937,3.6744186046511627,3.413793103448276,12.0,1.0
HOU_LAA_2023-06-03,2023-06-03,13,5,44.0,9.0,1568.11935893874,1497.2237944236,8.055555555555555,9.181818181818182,5.0,2.0,1.3478260869565217,1.0952380952380953,4.37037037037037,5.068181818181818,6.0,2.0
WSH_PHI_2023-06-03,2023-06-03,3,19,-15.0,-46.0,1464.0434926216,1502.9038639271,9.0,8.666666666666666,8.0,7.0,0.95,0.78125,4.358974358974359,4.157894736842105,2.0,4.0
HOU_LAA_2023-06-03,2023-06-03,13,5,48.0,5.0,1568.11935893874,1497.2237944236,8.10909090909091,9.177777777777777,6.0,2.0,1.391304347826087,1.0454545454545454,4.4,5.0,9.0,6.0
BOS_TB_2023-06-03,2023-06-03,23,8,17.0,87.0,1514.55727933099,1560.869324877,9.0,8.775510204081632,2.0,4.0,1.0740740740740742,1.8823529411764706,5.214285714285714,5.448979591836735,8.0,5.0
MIN_CLE_2023-06-03,2023-06-03,17,15,47.0,-33.0,1516.73758866363,1499.1963649219,7.894736842105263,7.732142857142857,8.0,6.0,1.1111111111111112,0.8064516129032258,4.614035087719298,3.6785714285714284,1.0,0.0
SD_CHC_2023-06-03,2023-06-03,10,25,-17.0,6.0,1516.84819391631,1486.73873845025,6.822222222222222,8.537037037037036,7.0,2.0,0.7307692307692307,0.8,3.6222222222222222,4.481481481481482,1.0,2.0
MIN_CLE_2023-06-03,2023-06-03,17,15,48.0,-34.0,1516.73758866363,1499.1963649219,7.862068965517241,7.7368421052631575,1.0,0.0,1.1481481481481481,0.78125,4.551724137931035,3.6140350877192984,2.0,4.0
TEX_SEA_2023-06-03,2023-06-03,11,1,143.0,21.0,1531.17053774467,1522.92674385949,9.574074074074074,7.589285714285714,2.0,0.0,2.0,1.0,6.333333333333333,4.428571428571429,16.0,6.0
PIT_STL_2023-06-03,2023-06-03,20,28,8.0,5.0,1478.26684583594,1508.27165962786,8.178571428571429,8.706896551724139,7.0,5.0,1.0740740740740742,0.7575757575757576,4.428571428571429,4.793103448275862,4.0,3.0
LAD_NYY_2023-06-03,2023-06-03,29,30,53.0,37.0,1573.70334792512,1549.09969750554,8.178571428571429,7.982758620689655,8.0,4.0,1.434782608695652,1.4166666666666667,5.571428571428571,4.775862068965517,3.0,6.0
KC_COL_2023-06-03,2023-06-03,12,6,-85.0,-54.0,1440.49136851849,1463.82011281583,7.783783783783784,8.827586206896552,2.0,7.0,0.23333333333333334,0.7575757575757576,3.6486486486486487,4.568965517241379,4.0,6.0
CIN_MIL_2023-06-03,2023-06-03,21,2,-29.0,-25.0,1465.75664086468,1505.32461596594,8.56140350877193,7.456140350877193,4.0,5.0,0.8387096774193549,1.1111111111111112,4.5964912280701755,3.9649122807017543,8.0,10.0
CWS_DET_2023-06-03,2023-06-03,16,22,-6.0,-59.0,1480.1110677207,1466.52755268606,8.153846153846153,7.781818181818182,3.0,0.0,0.7727272727272727,0.896551724137931,4.205128205128205,3.709090909090909,2.0,1.0
NYM_TOR_2023-06-03,2023-06-03,14,9,-9.0,35.0,1512.86431881832,1539.12544339042,8.0,9.333333333333334,0.0,3.0,1.0714285714285714,1.1923076923076923,4.362068965517241,4.754385964912281,1.0,2.0
SD_CHC_2023-06-04,2023-06-04,10,25,-18.0,7.0,1519.55779520558,1484.02913716098,6.760869565217392,8.454545454545455,1.0,2.0,0.7037037037037037,0.8333333333333334,3.5652173913043477,4.4363636363636365,1.0,7.0
ARI_ATL_2023-06-04,2023-06-04,4,26,25.0,56.0,1512.73799671137,1554.38867542666,8.844827586206897,8.642857142857142,3.0,2.0,1.5217391304347827,1.3333333333333333,5.0,4.964285714285714,5.0,8.0
BOS_TB_2023-06-04,2023-06-04,23,8,20.0,84.0,1512.96045753263,1562.46614667536,9.052631578947368,8.8,8.0,5.0,1.1111111111111112,1.7777777777777777,5.2631578947368425,5.44,2.0,6.0
CWS_DET_2023-06-04,2023-06-04,16,22,-5.0,-60.0,1481.29080429918,1465.34781610758,8.05,7.696428571428571,2.0,1.0,0.8181818181818182,0.8666666666666667,4.15,3.6607142857142856,6.0,2.0
CIN_MIL_2023-06-04,2023-06-04,21,2,-31.0,-23.0,1464.03513110795,1507.04612572267,8.60344827586207,7.517241379310345,8.0,10.0,0.8125,1.1481481481481481,4.655172413793103,4.068965517241379,1.0,5.0
HOU_LAA_2023-06-04,2023-06-04,13,5,51.0,2.0,1569.60374946138,1495.73940390096,8.178571428571429,9.23913043478261,9.0,6.0,1.434782608695652,1.0,4.482142857142857,5.021739130434782,1.0,2.0
NYM_TOR_2023-06-04,2023-06-04,14,9,-10.0,36.0,1511.47423354751,1540.51552866123,7.966101694915254,9.344827586206897,1.0,2.0,1.0344827586206897,1.2307692307692308,4.305084745762712,4.706896551724138,4.0,6.0
LAD_NYY_2023-06-04,2023-06-04,29,30,50.0,40.0,1570.97258182349,1551.83046360717,8.157894736842104,7.9491525423728815,3.0,6.0,1.375,1.4583333333333333,5.526315789473684,4.796610169491525,1.0,4.0
TEX_SEA_2023-06-04,2023-06-04,11,1,153.0,11.0,1535.07706559227,1519.02021601189,9.745454545454546,7.649122807017544,16.0,6.0,2.0555555555555554,0.9655172413793104,6.509090909090909,4.456140350877193,12.0,3.0
KC_COL_2023-06-04,2023-06-04,12,6,-87.0,-52.0,1438.74654233717,1465.56493899715,7.868421052631579,8.813559322033898,4.0,6.0,0.22580645161290322,0.7878787878787878,3.6578947368421053,4.593220338983051,2.0,0.0
MIN_CLE_2023-06-04,2023-06-04,17,15,46.0,-32.0,1514.75196015037,1501.18199343516,7.864406779661017,7.810344827586207,2.0,4.0,1.1071428571428572,0.8125,4.508474576271187,3.6206896551724137,1.0,2.0
MIA_OAK_2023-06-04,2023-06-04,7,24,-37.0,-211.0,1482.1528907651,1404.05036722264,8.681818181818182,7.203389830508475,12.0,1.0,0.9130434782608695,0.22916666666666666,3.8636363636363638,3.3728813559322033,7.0,5.0
PIT_STL_2023-06-04,2023-06-04,20,28,9.0,4.0,1479.72924490287,1506.80926056093,8.175438596491228,8.661016949152541,4.0,3.0,1.1111111111111112,0.7352941176470589,4.421052631578948,4.762711864406779,2.0,1.0
WSH_PHI_2023-06-04,2023-06-04,3,19,-17.0,-44.0,1462.28408171879,1504.66327482991,8.95,8.689655172413794,2.0,4.0,0.9047619047619048,0.8125,4.3,4.155172413793103,3.0,11.0
SD_CHC_2023-06-04,2023-06-04,10,25,-24.0,13.0,1519.55779520558,1484.02913716098,6.723404255319149,8.5,1.0,7.0,0.6785714285714286,0.8666666666666667,3.5106382978723403,4.482142857142857,6.0,0.0
ARI_ATL_2023-06-04,2023-06-04,4,26,22.0,59.0,1512.73799671137,1554.38867542666,8.830508474576272,8.736842105263158,5.0,8.0,1.4583333333333333,1.375,5.0,5.017543859649122,2.0,5.0
SF_BAL_2023-06-04,2023-06-04,27,18,4.0,29.0,1515.15184536774,1516.81534031772,8.384615384615385,8.403508771929825,2.0,3.0,1.1666666666666667,1.7142857142857142,4.282051282051282,4.982456140350878,4.0,0.0
SF_BAL_2023-06-04,2023-06-04,27,18,8.0,25.0,1515.15184536774,1516.81534031772,8.425,8.344827586206897,4.0,0.0,1.2222222222222223,1.6363636363636365,4.275,4.896551724137931,3.0,8.0
PIT_OAK_2023-06-05,2023-06-05,20,24,10.0,-213.0,1481.17654185471,1402.84962193858,8.206896551724139,7.183333333333334,2.0,5.0,1.1481481481481481,0.22448979591836735,4.379310344827586,3.4,5.0,4.0
PHI_DET_2023-06-05,2023-06-05,19,22,-36.0,-64.0,1508.34607237565,1463.14717683373,8.779661016949152,7.631578947368421,11.0,2.0,0.84375,0.8387096774193549,4.271186440677966,3.6315789473684212,8.0,3.0
BOS_TB_2023-06-05,2023-06-05,23,8,16.0,88.0,1510.66619310204,1564.76041110595,9.0,8.764705882352942,2.0,6.0,1.0714285714285714,1.8333333333333333,5.206896551724138,5.450980392156863,1.0,4.0
TOR_HOU_2023-06-05,2023-06-05,9,13,38.0,50.0,1542.32717783124,1567.71160375969,9.305084745762711,8.12280701754386,6.0,1.0,1.2692307692307692,1.375,4.728813559322034,4.421052631578948,4.0,11.0
CIN_MIL_2023-06-05,2023-06-05,21,2,-35.0,-19.0,1461.61211927445,1509.46913755617,8.559322033898304,7.508474576271187,1.0,5.0,0.7878787878787878,1.1851851851851851,4.593220338983051,4.084745762711864,2.0,0.0
MIL_BAL_2023-06-06,2023-06-06,2,18,-21.0,30.0,1507.48823500645,1520.05490271593,7.433333333333334,8.372881355932204,0.0,8.0,1.1428571428571428,1.6818181818181819,4.016666666666667,4.9491525423728815,4.0,3.0
WSH_ARI_2023-06-06,2023-06-06,3,4,-25.0,19.0,1458.60128417305,1510.69372582895,8.975609756097562,8.783333333333333,3.0,2.0,0.8636363636363636,1.4,4.2682926829268295,4.95,5.0,10.0
PIT_OAK_2023-06-06,2023-06-06,20,24,11.0,-214.0,1482.08865335459,1401.9375104387,8.169491525423728,7.19672131147541,5.0,4.0,1.1851851851851851,0.22,4.389830508474576,3.4098360655737703,2.0,11.0
PHI_DET_2023-06-06,2023-06-06,19,22,-31.0,-69.0,1510.57400056547,1460.91924864391,8.816666666666666,7.551724137931035,8.0,3.0,0.875,0.8125,4.333333333333333,3.6206896551724137,1.0,0.0
CIN_LAD_2023-06-06,2023-06-06,21,29,-33.0,47.0,1463.59302182417,1568.2877441586,8.516666666666667,8.086206896551724,2.0,1.0,0.8181818181818182,1.32,4.55,5.448275862068965,9.0,8.0
TB_MIN_2023-06-06,2023-06-06,8,17,91.0,45.0,1566.67472956446,1513.20241742296,8.75,7.816666666666666,4.0,1.0,1.8888888888888888,1.0689655172413792,5.423076923076923,4.45,7.0,0.0
NYY_CWS_2023-06-06,2023-06-06,30,16,43.0,-1.0,1554.51530127206,1483.49144357303,7.9,8.073170731707316,4.0,6.0,1.5,0.8636363636363636,4.783333333333333,4.195121951219512,2.0,3.0
ATL_NYM_2023-06-06,2023-06-06,26,14,62.0,-12.0,1556.43294630908,1509.6625843775,8.775862068965518,7.95,5.0,4.0,1.4166666666666667,1.0,5.017241379310345,4.3,6.0,4.0
TOR_HOU_2023-06-06,2023-06-06,9,13,31.0,57.0,1538.7631636367,1571.27561795423,9.35,8.310344827586206,4.0,11.0,1.2222222222222223,1.4166666666666667,4.716666666666667,4.5344827586206895,5.0,1.0
SD_CHC_2023-06-06,2023-06-06,10,25,-18.0,7.0,1497.63154960265,1485.64500271012,6.791666666666667,8.385964912280702,6.0,0.0,0.7142857142857143,0.8387096774193549,3.5625,4.4035087719298245,5.0,0.0
TEX_STL_2023-06-06,2023-06-06,11,28,162.0,3.0,1539.69260514709,1504.27825158766,9.839285714285714,8.6,12.0,1.0,2.111111111111111,0.7142857142857143,6.607142857142857,4.7,4.0,3.0
CLE_BOS_2023-06-06,2023-06-06,15,23,-31.0,13.0,1502.73153616257,1508.75187464353,7.728813559322034,8.94915254237288,2.0,1.0,0.84375,1.0344827586206897,3.593220338983051,5.135593220338983,4.0,5.0
CIN_LAD_2023-06-07,2023-06-07,21,29,-32.0,46.0,1465.37403550086,1566.50673048191,8.60655737704918,8.084745762711865,9.0,8.0,0.8484848484848485,1.2692307692307692,4.622950819672131,5.491525423728813,8.0,6.0
MIL_BAL_2023-06-07,2023-06-07,2,18,-20.0,29.0,1508.86260752274,1518.68053019964,7.442622950819672,8.366666666666667,4.0,3.0,1.1785714285714286,1.608695652173913,4.016393442622951,4.916666666666667,10.0,2.0
WSH_ARI_2023-06-07,2023-06-07,3,4,-30.0,24.0,1455.92112472664,1513.37388527536,8.928571428571429,8.836065573770492,5.0,10.0,0.8260869565217391,1.44,4.285714285714286,5.032786885245901,2.0,6.0
SD_SEA_2023-06-07,2023-06-07,10,1,-13.0,2.0,1515.40434080031,1518.02597733463,6.836734693877551,7.655172413793103,5.0,3.0,0.75,0.9333333333333333,3.5918367346938775,4.431034482758621,10.0,3.0
ATL_NYM_2023-06-07,2023-06-07,26,14,64.0,-14.0,1557.79167398265,1508.30385670393,8.796610169491526,7.885245901639344,6.0,4.0,1.4583333333333333,0.967741935483871,5.033898305084746,4.295081967213115,7.0,5.0
CLE_BOS_2023-06-07,2023-06-07,15,23,-32.0,14.0,1501.27845213382,1510.20495867228,7.766666666666667,8.966666666666667,4.0,5.0,0.8181818181818182,1.0689655172413792,3.6,5.133333333333334,5.0,2.0
TOR_HOU_2023-06-07,2023-06-07,9,13,35.0,53.0,1541.4114138156,1568.62736777533,9.278688524590164,8.23728813559322,5.0,1.0,1.2592592592592593,1.36,4.721311475409836,4.47457627118644,3.0,2.0
PIT_OAK_2023-06-07,2023-06-07,20,24,2.0,-205.0,1476.2152576052,1407.81090618809,8.133333333333333,7.32258064516129,2.0,11.0,1.1428571428571428,0.24,4.35,3.532258064516129,5.0,9.0
SD_SEA_2023-06-07,2023-06-07,10,1,-6.0,-5.0,1515.40434080031,1518.02597733463,7.04,7.593220338983051,10.0,3.0,0.7857142857142857,0.9032258064516129,3.72,4.406779661016949,1.0,4.0
LAA_CHC_2023-06-07,2023-06-07,5,25,3.0,2.0,1499.58567734995,1483.69087496282,9.170212765957446,8.310344827586206,2.0,0.0,1.0434782608695652,0.8125,4.957446808510638,4.327586206896552,7.0,4.0
TEX_STL_2023-06-07,2023-06-07,11,28,163.0,2.0,1541.02413431455,1502.9467224202,9.859649122807017,8.557377049180328,4.0,3.0,2.1666666666666665,0.6944444444444444,6.56140350877193,4.672131147540983,6.0,4.0
TB_MIN_2023-06-07,2023-06-07,8,17,98.0,38.0,1569.30507771032,1510.5720692771,8.716981132075471,7.754098360655738,7.0,0.0,1.9444444444444444,1.0333333333333334,5.452830188679245,4.377049180327869,2.0,1.0
COL_SF_2023-06-07,2023-06-07,6,27,-54.0,3.0,1460.94321430499,1514.77569878893,8.8,8.341463414634147,0.0,3.0,0.7647058823529411,1.1578947368421053,4.516666666666667,4.2439024390243905,4.0,10.0
COL_SF_2023-06-08,2023-06-08,6,27,-60.0,9.0,1459.72542998428,1515.99348310964,8.80327868852459,8.476190476190476,4.0,10.0,0.7428571428571429,1.2105263157894737,4.508196721311475,4.380952380952381,4.0,6.0
CLE_BOS_2023-06-08,2023-06-08,15,23,-29.0,11.0,1503.34016141911,1508.14324938699,7.80327868852459,8.901639344262295,5.0,2.0,0.8484848484848485,1.0333333333333334,3.622950819672131,5.081967213114754,10.0,3.0
ATL_NYM_2023-06-08,2023-06-08,26,14,66.0,-16.0,1559.13300039491,1506.96253029167,8.883333333333333,7.854838709677419,7.0,5.0,1.5,0.9375,5.066666666666666,4.306451612903226,13.0,10.0
TB_MIN_2023-06-08,2023-06-08,8,17,99.0,37.0,1570.30682624263,1509.57032074479,8.666666666666666,7.67741935483871,2.0,1.0,2.0,1.0,5.388888888888889,4.32258064516129,4.0,2.0
TOR_HOU_2023-06-08,2023-06-08,9,13,36.0,52.0,1542.79183357564,1567.24694801529,9.209677419354838,8.183333333333334,3.0,2.0,1.2962962962962963,1.3076923076923077,4.693548387096774,4.433333333333334,3.0,2.0
NYY_CWS_2023-06-08,2023-06-08,30,16,42.0,0.0,1550.85920643985,1487.14753840524,7.819672131147541,8.047619047619047,2.0,3.0,1.44,0.9090909090909091,4.737704918032787,4.166666666666667,3.0,0.0
MIL_BAL_2023-06-08,2023-06-08,2,18,-12.0,21.0,1512.61516465759,1514.92797306479,7.580645161290323,8.311475409836065,10.0,2.0,1.2142857142857142,1.5416666666666667,4.112903225806452,4.868852459016393,3.0,6.0
PHI_DET_2023-06-08,2023-06-08,19,22,-30.0,-70.0,1511.59800482223,1459.89524438715,8.721311475409836,7.47457627118644,1.0,0.0,0.90625,0.7878787878787878,4.278688524590164,3.559322033898305,3.0,2.0
CIN_LAD_2023-06-08,2023-06-08,21,29,-30.0,44.0,1467.70809486139,1564.17267112138,8.67741935483871,8.083333333333334,8.0,6.0,0.8787878787878788,1.2222222222222223,4.67741935483871,5.5,0.0,6.0
NYY_CWS_2023-06-08,2023-06-08,30,16,45.0,-3.0,1550.85920643985,1487.14753840524,7.790322580645161,7.906976744186046,3.0,0.0,1.48,0.8695652173913043,4.709677419354839,4.069767441860465,5.0,6.0
LAA_CHC_2023-06-08,2023-06-08,5,25,6.0,-1.0,1501.82759089054,1481.44896142223,9.083333333333334,8.305084745762711,7.0,4.0,1.0869565217391304,0.7878787878787878,5.0,4.322033898305085,6.0,2.0
COL_SF_2023-06-08,2023-06-08,6,27,-62.0,11.0,1459.72542998428,1515.99348310964,8.806451612903226,8.488372093023257,4.0,6.0,0.7222222222222222,1.263157894736842,4.5,4.4186046511627906,4.0,5.0
PIT_NYM_2023-06-09,2023-06-09,20,14,-2.0,-19.0,1472.68296036618,1505.34475857789,8.147540983606557,7.9523809523809526,5.0,10.0,1.103448275862069,0.9090909090909091,4.360655737704918,4.396825396825397,14.0,7.0
PHI_LAD_2023-06-09,2023-06-09,19,29,-29.0,50.0,1512.61201489879,1566.60735064819,8.67741935483871,8.147540983606557,3.0,6.0,0.9375,1.2592592592592593,4.258064516129032,5.508196721311475,5.0,4.0
BAL_KC_2023-06-09,2023-06-09,18,12,24.0,-85.0,1517.37883130789,1434.32963480877,8.338709677419354,7.769230769230769,6.0,2.0,1.5833333333333333,0.25806451612903225,4.887096774193548,3.6153846153846154,3.0,2.0
CLE_HOU_2023-06-09,2023-06-09,15,13,-22.0,51.0,1506.66438955746,1565.88011939975,7.919354838709677,8.147540983606557,10.0,2.0,0.8787878787878788,1.2592592592592593,3.725806451612903,4.39344262295082,10.0,9.0
ATL_WSH_2023-06-09,2023-06-09,26,3,69.0,-34.0,1560.75077210869,1453.60688433904,9.049180327868852,8.883720930232558,13.0,2.0,1.5416666666666667,0.7916666666666666,5.19672131147541,4.232558139534884,3.0,2.0
TB_TEX_2023-06-09,2023-06-09,8,11,101.0,165.0,1571.60654862123,1539.35330974438,8.581818181818182,9.89655172413793,4.0,6.0,2.0555555555555554,2.2222222222222223,5.363636363636363,6.551724137931035,8.0,3.0
TOR_MIN_2023-06-09,2023-06-09,9,17,37.0,35.0,1544.15866219118,1508.27059836619,9.142857142857142,7.650793650793651,3.0,2.0,1.3333333333333333,0.96875,4.666666666666667,4.285714285714286,2.0,3.0
NYY_BOS_2023-06-09,2023-06-09,30,23,44.0,4.0,1552.3616044241,1504.81902124864,7.809523809523809,8.887096774193548,5.0,3.0,1.4230769230769231,1.0,4.714285714285714,5.048387096774194,2.0,3.0
LAA_CHC_2023-06-09,2023-06-09,5,25,10.0,-5.0,1517.42910000039,1479.9000398208,9.061224489795919,8.216666666666667,6.0,2.0,1.1304347826086956,0.7647058823529411,5.020408163265306,4.283333333333333,3.0,1.0
DET_ARI_2023-06-09,2023-06-09,22,4,-71.0,28.0,1458.88123431059,1515.68812566296,7.416666666666667,8.935483870967742,2.0,6.0,0.7647058823529411,1.48,3.533333333333333,5.048387096774194,6.0,11.0
MIL_OAK_2023-06-10,2023-06-10,2,24,-15.0,-201.0,1506.85665111626,1414.65085872534,7.587301587301587,7.476190476190476,3.0,9.0,1.1724137931034482,0.26,4.095238095238095,3.619047619047619,1.0,2.0
PIT_NYM_2023-06-10,2023-06-10,20,14,5.0,-26.0,1476.44245478133,1501.58526416274,8.290322580645162,8.015625,14.0,7.0,1.1379310344827587,0.8823529411764706,4.516129032258065,4.4375,1.0,5.0
ATL_WSH_2023-06-10,2023-06-10,26,3,70.0,-35.0,1561.49643161278,1452.86122483495,9.03225806451613,8.818181818181818,3.0,2.0,1.5833333333333333,0.76,5.161290322580645,4.181818181818182,6.0,4.0
BAL_KC_2023-06-10,2023-06-10,18,12,25.0,-86.0,1518.22671213772,1433.48175397894,8.333333333333334,7.75,3.0,2.0,1.625,0.25,4.857142857142857,3.575,6.0,1.0
CLE_HOU_2023-06-10,2023-06-10,15,13,-21.0,50.0,1508.20233017249,1564.34217878472,8.015873015873016,8.258064516129032,10.0,9.0,0.9090909090909091,1.2142857142857142,3.8253968253968256,4.467741935483871,4.0,6.0
COL_SD_2023-06-10,2023-06-10,6,10,-63.0,-9.0,1456.51350975185,1520.57923884547,8.80952380952381,6.980392156862745,4.0,1.0,0.7027027027027027,0.7586206896551724,4.492063492063492,3.6666666666666665,2.0,3.0
DET_ARI_2023-06-10,2023-06-10,22,4,-76.0,33.0,1456.34202619117,1518.22733378238,7.475409836065574,8.968253968253968,6.0,11.0,0.7428571428571429,1.52,3.5737704918032787,5.142857142857143,0.0,5.0
SF_CHC_2023-06-10,2023-06-10,27,25,12.0,-7.0,1515.67042765955,1481.65871216164,8.477272727272727,8.163934426229508,5.0,1.0,1.3157894736842106,0.7428571428571429,4.431818181818182,4.229508196721311,0.0,4.0
PHI_LAD_2023-06-10,2023-06-10,19,29,-28.0,49.0,1514.15359448454,1565.06577106244,8.666666666666666,8.129032258064516,5.0,4.0,0.96875,1.2142857142857142,4.26984126984127,5.483870967741935,0.0,9.0
TB_TEX_2023-06-10,2023-06-10,8,11,106.0,160.0,1573.98846766748,1536.97139069813,8.571428571428571,9.779661016949152,8.0,3.0,2.111111111111111,2.1052631578947367,5.410714285714286,6.491525423728813,4.0,8.0
STL_CIN_2023-06-10,2023-06-10,28,21,0.0,-36.0,1506.34628807756,1463.54467424739,8.53225806451613,8.634920634920634,4.0,0.0,0.6756756756756757,0.8529411764705882,4.661290322580645,4.603174603174603,4.0,8.0
STL_CIN_2023-06-10,2023-06-10,28,21,-4.0,-32.0,1506.34628807756,1463.54467424739,8.555555555555555,8.65625,4.0,8.0,0.6578947368421053,0.8823529411764706,4.650793650793651,4.65625,7.0,4.0
LAA_SEA_2023-06-10,2023-06-10,5,1,12.0,-2.0,1504.71186840218,1513.29202672094,9.04,7.6,3.0,4.0,1.173913043478261,0.9354838709677419,4.98,4.4,5.0,4.0
SF_CHC_2023-06-10,2023-06-10,27,25,8.0,-3.0,1515.67042765955,1481.65871216164,8.311111111111112,8.112903225806452,0.0,4.0,1.25,0.7714285714285715,4.333333333333333,4.225806451612903,2.0,3.0
COL_SD_2023-06-10,2023-06-10,6,10,-64.0,-8.0,1456.51350975185,1520.57923884547,8.75,7.019230769230769,2.0,3.0,0.6842105263157895,0.7931034482758621,4.453125,3.6538461538461537,6.0,9.0
NYY_BOS_2023-06-10,2023-06-10,30,23,43.0,5.0,1550.64349468643,1506.53713098631,7.828125,8.904761904761905,2.0,3.0,1.3703703703703705,1.032258064516129,4.671875,5.015873015873016,3.0,1.0
TOR_MIN_2023-06-10,2023-06-10,9,17,36.0,36.0,1542.49872861611,1509.93053194126,9.125,7.640625,2.0,3.0,1.2857142857142858,1.0,4.625,4.265625,4.0,9.0
MIL_OAK_2023-06-10,2023-06-10,2,24,-16.0,-200.0,1506.85665111626,1414.65085872534,7.5625,7.46875,1.0,2.0,1.1333333333333333,0.28,4.046875,3.59375,2.0,5.0
SF_CHC_2023-06-11,2023-06-11,27,25,7.0,-2.0,1512.46712782912,1484.86201199207,8.282608695652174,8.095238095238095,2.0,3.0,1.1904761904761905,0.8,4.282608695652174,4.2063492063492065,13.0,3.0
DET_ARI_2023-06-11,2023-06-11,22,4,-81.0,38.0,1453.85540589021,1520.71395408334,7.451612903225806,8.9375,0.0,5.0,0.7222222222222222,1.56,3.5161290322580645,5.140625,5.0,7.0
BAL_KC_2023-06-11,2023-06-11,18,12,30.0,-91.0,1520.02972491292,1431.67874120374,8.359375,7.7560975609756095,6.0,1.0,1.6666666666666667,0.24242424242424243,4.875,3.5121951219512195,11.0,3.0
CLE_HOU_2023-06-11,2023-06-11,15,13,-23.0,52.0,1506.6351453418,1565.90936361541,8.046875,8.285714285714286,4.0,6.0,0.8823529411764706,1.25,3.828125,4.492063492063492,5.0,0.0
