HT_AT_DATE,DATE,HT,AT,HT_RD,AT_RD,HT_ELO,AT_ELO,HT_HPG,AT_HPG,HT_PREV_SC,AT_PREV_SC,HT_WL_RATIO,AT_WL_RATIO,HT_AVG_SC,AT_AVG_SC,HT_SC,AT_SC
NYY_TEX_2021-09-20,2021-09-20,30,11,23.0,-175.0,1528.37534554806,1441.71666986655,7.78,7.695945945945946,1.0,2.0,1.2388059701492538,0.5913978494623656,4.333333333333333,3.864864864864865,4.0,3.0
PHI_BAL_2021-09-20,2021-09-20,19,18,-12.0,-275.0,1507.83599414058,1416.46253259791,7.993243243243243,8.02721088435374,2.0,6.0,1.0273972602739727,0.45544554455445546,4.635135135135135,4.163265306122449,0.0,2.0
MIL_STL_2021-09-21,2021-09-21,2,28,135.0,14.0,1549.59046477768,1521.35820084781,7.785234899328859,7.972602739726027,2.0,5.0,1.5689655172413792,1.1791044776119404,4.630872483221476,4.2465753424657535,1.0,2.0
CHC_MIN_2021-09-21,2021-09-21,25,17,-133.0,-109.0,1460.81593899004,1476.96172623898,7.625850340136054,7.972602739726027,6.0,3.0,0.7710843373493976,0.7590361445783133,4.312925170068027,4.465753424657534,5.0,9.0
TB_TOR_2021-09-21,2021-09-21,8,9,137.0,177.0,1571.07028570588,1554.57957465107,8.096,8.966442953020135,6.0,4.0,1.6041666666666667,1.2923076923076924,5.216,5.261744966442953,2.0,4.0
BOS_NYM_2021-09-21,2021-09-21,23,14,74.0,-21.0,1528.70383726188,1495.90907173415,8.867549668874172,7.6375838926174495,8.0,3.0,1.323076923076923,0.935064935064935,5.139072847682119,3.9194630872483223,6.0,3.0
PHI_BAL_2021-09-21,2021-09-21,19,18,-14.0,-273.0,1505.21917308602,1419.07935365247,7.966442953020135,8.033783783783784,0.0,2.0,1.0135135135135136,0.46534653465346537,4.604026845637584,4.148648648648648,3.0,2.0
NYY_TEX_2021-09-21,2021-09-21,30,11,24.0,-176.0,1529.20679847632,1440.88521693829,7.774834437086093,7.691275167785235,4.0,3.0,1.2537313432835822,0.5851063829787234,4.33112582781457,3.859060402684564,7.0,1.0
DET_CWS_2021-09-21,2021-09-21,22,16,-62.0,160.0,1483.47029575266,1531.59997068176,7.932885906040268,8.495652173913044,4.0,3.0,0.9102564102564102,1.5555555555555556,4.315436241610739,5.217391304347826,5.0,3.0
CIN_PIT_2021-09-21,2021-09-21,21,20,27.0,-202.0,1506.91243337361,1431.06805181535,8.258278145695364,7.70945945945946,9.0,5.0,1.0684931506849316,0.6086956521739131,4.827814569536423,3.695945945945946,2.0,6.0
CLE_KC_2021-09-21,2021-09-21,15,12,-8.0,-68.0,1496.5809131234,1472.57605049086,7.819444444444445,8.598290598290598,2.0,7.0,0.9726027397260274,0.8,4.444444444444445,4.3760683760683765,4.0,1.0
ARI_ATL_2021-09-21,2021-09-21,4,26,-192.0,98.0,1435.75629727809,1550.34980240045,8.048275862068966,8.034013605442176,6.0,0.0,0.47959183673469385,1.1,4.248275862068965,4.8231292517006805,4.0,11.0
LAA_HOU_2021-09-21,2021-09-21,5,13,-72.0,207.0,1476.64197447063,1561.42952677454,8.327731092436975,9.342465753424657,1.0,7.0,0.9508196721311475,1.5172413793103448,4.394957983193278,5.376712328767123,0.0,10.0
OAK_SEA_2021-09-21,2021-09-21,24,1,63.0,-50.0,1531.48299623946,1502.12756830682,7.925675675675675,7.43448275862069,3.0,7.0,1.208955223880597,1.196969696969697,4.601351351351352,4.3310344827586205,2.0,4.0
CHC_MIN_2021-09-22,2021-09-22,25,17,-137.0,-105.0,1458.12400758986,1479.65365763916,7.648648648648648,8.02721088435374,5.0,9.0,0.7619047619047619,0.7710843373493976,4.3175675675675675,4.496598639455782,4.0,5.0
MIL_STL_2021-09-22,2021-09-22,2,28,134.0,15.0,1547.88659439237,1523.06207123312,7.76,7.9523809523809526,1.0,2.0,1.5423728813559323,1.1940298507462686,4.6066666666666665,4.2312925170068025,2.0,10.0
BOS_NYM_2021-09-22,2021-09-22,23,14,77.0,-24.0,1530.41265617428,1494.20025282175,8.861842105263158,7.64,6.0,3.0,1.3384615384615384,0.9230769230769231,5.144736842105263,3.9133333333333336,12.0,5.0
PHI_BAL_2021-09-22,2021-09-22,19,18,-13.0,-274.0,1506.06916432125,1418.22936241724,7.973333333333334,8.026845637583893,3.0,2.0,1.027027027027027,0.46078431372549017,4.593333333333334,4.134228187919463,4.0,3.0
NYY_TEX_2021-09-22,2021-09-22,30,11,30.0,-182.0,1531.17163731075,1438.92037810386,7.782894736842105,7.68,7.0,1.0,1.2686567164179106,0.5789473684210527,4.348684210526316,3.84,7.0,3.0
TB_TOR_2021-09-22,2021-09-22,8,9,135.0,179.0,1568.93448865209,1556.71537170486,8.071428571428571,8.96,2.0,4.0,1.5714285714285714,1.3076923076923077,5.190476190476191,5.253333333333333,7.0,1.0
ARI_ATL_2021-09-22,2021-09-22,4,26,-199.0,105.0,1433.7824040959,1552.32369558264,8.047945205479452,8.08108108108108,4.0,11.0,0.47474747474747475,1.1142857142857143,4.2465753424657535,4.864864864864865,1.0,6.0
OAK_SEA_2021-09-22,2021-09-22,24,1,61.0,-48.0,1528.8114474548,1504.79911709148,7.919463087248322,7.4520547945205475,2.0,4.0,1.1911764705882353,1.2121212121212122,4.583892617449664,4.328767123287672,2.0,5.0
LAA_HOU_2021-09-22,2021-09-22,5,13,-82.0,217.0,1474.32091754096,1563.75058370421,8.308333333333334,9.394557823129253,0.0,10.0,0.9354838709677419,1.5344827586206897,4.358333333333333,5.408163265306122,5.0,10.0
COL_LAD_2021-09-22,2021-09-22,6,29,-39.0,224.0,1494.81435086774,1605.59547247344,8.17687074829932,8.141843971631205,0.0,8.0,0.9090909090909091,1.7115384615384615,4.578231292517007,5.01418439716312,4.0,5.0
CLE_CWS_2021-09-23,2021-09-23,15,16,-5.0,158.0,1495.54933887242,1532.55149300599,7.8,8.525862068965518,4.0,3.0,0.9863013698630136,1.5217391304347827,4.441379310344828,5.198275862068965,2.0,7.0
ARI_ATL_2021-09-23,2021-09-23,4,26,-204.0,110.0,1431.41041202865,1554.69568764989,8.040816326530612,8.087248322147651,1.0,6.0,0.47,1.1285714285714286,4.224489795918367,4.87248322147651,6.0,4.0
MIN_TOR_2021-09-23,2021-09-23,17,9,-104.0,173.0,1481.065108899,1553.82919488106,8.033783783783784,8.927152317880795,5.0,1.0,0.7831325301204819,1.2878787878787878,4.5,5.225165562913907,7.0,2.0
PHI_PIT_2021-09-23,2021-09-23,19,20,-12.0,-198.0,1506.9113013285,1434.61881592505,7.986754966887418,7.724832214765101,4.0,6.0,1.0405405405405406,0.6195652173913043,4.589403973509934,3.7114093959731544,12.0,6.0
CIN_WSH_2021-09-23,2021-09-23,21,3,23.0,-100.0,1503.36166926391,1472.43669652868,8.269736842105264,8.24561403508772,2.0,3.0,1.054054054054054,0.6285714285714286,4.809210526315789,4.192982456140351,2.0,3.0
BAL_TEX_2021-09-23,2021-09-23,18,11,-275.0,-186.0,1417.38722540999,1437.4059888426,8.02,7.682119205298013,3.0,3.0,0.4563106796116505,0.5729166666666666,4.126666666666667,3.834437086092715,3.0,0.0
CLE_CWS_2021-09-23,2021-09-23,15,16,-10.0,163.0,1495.54933887242,1532.55149300599,7.787671232876712,8.547008547008547,2.0,7.0,0.972972972972973,1.5434782608695652,4.424657534246576,5.213675213675214,5.0,3.0
OAK_SEA_2021-09-23,2021-09-23,24,1,58.0,-45.0,1526.18329714725,1507.42726739903,7.906666666666666,7.462585034013605,2.0,5.0,1.173913043478261,1.2272727272727273,4.566666666666666,4.333333333333333,5.0,6.0
COL_LAD_2021-09-23,2021-09-23,6,29,-40.0,225.0,1498.48940779546,1601.92041554572,8.182432432432432,8.147887323943662,4.0,5.0,0.8974358974358975,1.7307692307692308,4.574324324324325,5.014084507042254,5.0,7.0
MIL_STL_2021-09-23,2021-09-23,2,28,126.0,23.0,1543.23463016462,1527.71403546087,7.735099337748345,8.0,2.0,10.0,1.5166666666666666,1.208955223880597,4.589403973509934,4.27027027027027,5.0,8.0
OAK_SEA_2021-09-23,2021-09-23,24,1,57.0,-44.0,1526.18329714725,1507.42726739903,7.894039735099338,7.45945945945946,5.0,6.0,1.1571428571428573,1.2424242424242424,4.569536423841059,4.344594594594595,1.0,4.0
ARI_ATL_2021-09-23,2021-09-23,4,26,-202.0,108.0,1431.41041202865,1554.69568764989,8.054054054054054,8.086666666666666,6.0,4.0,0.48,1.1126760563380282,4.236486486486487,4.866666666666666,2.0,9.0
LAA_HOU_2021-09-23,2021-09-23,5,13,-87.0,222.0,1472.31756626865,1565.75393497652,8.297520661157025,9.39864864864865,5.0,10.0,0.9206349206349206,1.5517241379310345,4.363636363636363,5.4391891891891895,5.0,9.0
COL_LAD_2021-09-23,2021-09-23,6,29,-42.0,227.0,1498.48940779546,1601.92041554572,8.187919463087248,8.188811188811188,5.0,7.0,0.8860759493670886,1.75,4.577181208053691,5.027972027972028,10.0,5.0
BOS_NYY_2021-09-24,2021-09-24,23,30,84.0,34.0,1533.19057312241,1532.68602657201,8.895424836601308,7.790849673202614,12.0,7.0,1.353846153846154,1.2835820895522387,5.189542483660131,4.366013071895424,3.0,8.0
CLE_CWS_2021-09-24,2021-09-24,15,16,-8.0,161.0,1497.40508131571,1530.6957505627,7.795918367346939,8.559322033898304,5.0,3.0,0.9864864864864865,1.5106382978723405,4.428571428571429,5.194915254237288,0.0,1.0
CIN_WSH_2021-09-24,2021-09-24,21,3,22.0,-99.0,1501.71081222243,1474.08755357016,8.254901960784315,8.243478260869566,2.0,3.0,1.04,0.6428571428571429,4.790849673202614,4.182608695652174,8.0,7.0
PHI_PIT_2021-09-24,2021-09-24,19,20,-6.0,-204.0,1509.08042127054,1432.44969598301,8.006578947368421,7.713333333333333,12.0,6.0,1.054054054054054,0.6129032258064516,4.6381578947368425,3.7266666666666666,8.0,6.0
BAL_TEX_2021-09-24,2021-09-24,18,11,-272.0,-189.0,1419.55452661691,1435.23868763568,8.013245033112582,7.6644736842105265,3.0,0.0,0.46601941747572817,0.5670103092783505,4.119205298013245,3.8092105263157894,5.0,8.0
CHC_STL_2021-09-24,2021-09-24,25,28,-138.0,26.0,1454.86855242596,1532.15519854998,7.644295302013423,8.006711409395972,4.0,8.0,0.7529411764705882,1.2238805970149254,4.315436241610739,4.295302013422819,5.0,8.0
LAA_HOU_2021-09-24,2021-09-24,5,13,-91.0,226.0,1524.5753195143,1564.00239234192,8.30327868852459,9.416107382550335,5.0,9.0,0.90625,1.5689655172413792,4.368852459016393,5.4630872483221475,3.0,2.0
DET_KC_2021-09-24,2021-09-24,22,12,-60.0,-71.0,1485.3537853683,1470.77261280197,7.986666666666666,8.601694915254237,5.0,1.0,0.9230769230769231,0.7878787878787878,4.32,4.3474576271186445,1.0,3.0
CHC_STL_2021-09-25,2021-09-25,25,28,-141.0,29.0,1451.6898479966,1535.33390297934,7.633333333333334,8.02,5.0,8.0,0.7441860465116279,1.2388059701492538,4.32,4.32,4.0,12.0
SD_ATL_2021-09-25,2021-09-25,10,26,46.0,115.0,1501.9390817095,1553.00597154961,7.782608695652174,8.105960264900663,7.0,9.0,1.0175438596491229,1.1267605633802817,4.391304347826087,4.894039735099338,8.0,10.0
CIN_WSH_2021-09-25,2021-09-25,21,3,23.0,-100.0,1502.83246338299,1472.9659024096,8.279220779220779,8.25,8.0,7.0,1.0533333333333332,0.6338028169014085,4.811688311688312,4.206896551724138,7.0,6.0
MIL_NYM_2021-09-25,2021-09-25,2,14,123.0,-31.0,1542.58804136637,1489.47176548682,7.7368421052631575,7.662251655629139,5.0,5.0,1.4918032786885247,0.9113924050632911,4.592105263157895,3.9205298013245033,2.0,1.0
MIN_TOR_2021-09-25,2021-09-25,17,9,-99.0,168.0,1486.43484120188,1548.45946257818,8.06711409395973,8.94078947368421,7.0,2.0,0.7951807228915663,1.2686567164179106,4.516778523489933,5.203947368421052,1.0,6.0
BAL_TEX_2021-09-25,2021-09-25,18,11,-275.0,-186.0,1417.28967914029,1437.5035351123,8.019736842105264,7.699346405228758,5.0,8.0,0.46153846153846156,0.5773195876288659,4.125,3.8366013071895426,3.0,2.0
DET_KC_2021-09-25,2021-09-25,22,12,-62.0,-69.0,1483.37991998651,1472.74647818376,7.973509933774834,8.571428571428571,1.0,3.0,0.9113924050632911,0.803030303030303,4.298013245033113,4.336134453781512,5.0,1.0
BOS_NYY_2021-09-25,2021-09-25,23,30,79.0,39.0,1530.05276184023,1535.82383785419,8.883116883116884,7.837662337662338,3.0,8.0,1.3333333333333333,1.2985074626865671,5.175324675324675,4.3896103896103895,3.0,5.0
CLE_CWS_2021-09-25,2021-09-25,15,16,-9.0,162.0,1496.08623391419,1532.01459796422,7.783783783783784,8.521008403361344,0.0,1.0,0.9733333333333334,1.5319148936170213,4.398648648648648,5.159663865546219,6.0,0.0
PHI_PIT_2021-09-25,2021-09-25,19,20,-4.0,-206.0,1510.26084228606,1431.26927496749,8.013071895424837,7.71523178807947,8.0,6.0,1.0675675675675675,0.6063829787234043,4.660130718954249,3.7417218543046356,3.0,0.0
OAK_HOU_2021-09-25,2021-09-25,24,13,54.0,225.0,1529.93274305826,1558.64496879796,7.868421052631579,9.393333333333333,1.0,2.0,1.1408450704225352,1.5423728813559323,4.546052631578948,5.44,2.0,1.0
COL_SF_2021-09-25,2021-09-25,6,27,-37.0,157.0,1495.04400791681,1574.45757763519,8.213333333333333,8.675438596491228,10.0,2.0,0.8987341772151899,1.9230769230769231,4.613333333333333,5.245614035087719,2.0,7.0
MIL_NYM_2021-09-25,2021-09-25,2,14,124.0,-32.0,1542.58804136637,1489.47176548682,7.712418300653595,7.651315789473684,2.0,1.0,1.5081967213114753,0.9,4.57516339869281,3.901315789473684,5.0,1.0
MIN_TOR_2021-09-25,2021-09-25,17,9,-104.0,173.0,1486.43484120188,1548.45946257818,8.033333333333333,8.954248366013072,1.0,6.0,0.7857142857142857,1.2835820895522387,4.493333333333333,5.209150326797386,3.0,1.0
ARI_LAD_2021-09-25,2021-09-25,4,29,-209.0,222.0,1432.94468528084,1603.96941946514,8.04026845637584,8.180555555555555,2.0,5.0,0.4752475247524752,1.7169811320754718,4.221476510067114,5.027777777777778,2.0,4.0
OAK_HOU_2021-09-25,2021-09-25,24,13,55.0,224.0,1529.93274305826,1558.64496879796,7.862745098039215,9.350993377483444,2.0,1.0,1.1549295774647887,1.5166666666666666,4.529411764705882,5.410596026490066,14.0,2.0
SD_ATL_2021-09-25,2021-09-25,10,26,44.0,117.0,1501.9390817095,1553.00597154961,7.801724137931035,8.138157894736842,8.0,10.0,1.0,1.1408450704225352,4.422413793103448,4.927631578947368,0.0,4.0
CHC_STL_2021-09-25,2021-09-25,25,28,-149.0,37.0,1451.6898479966,1535.33390297934,7.629139072847682,8.072847682119205,4.0,12.0,0.735632183908046,1.2537313432835822,4.317880794701987,4.370860927152318,5.0,8.0
LAA_SEA_2021-09-25,2021-09-25,5,1,-90.0,-41.0,1472.72474926872,1510.37960466651,8.268292682926829,7.469798657718121,3.0,4.0,0.921875,1.2575757575757576,4.357723577235772,4.342281879194631,5.0,6.0
SD_ATL_2021-09-26,2021-09-26,10,26,40.0,121.0,1500.20571822945,1554.73933502966,7.760683760683761,8.130718954248366,0.0,4.0,0.9830508474576272,1.1549295774647887,4.384615384615385,4.921568627450981,3.0,4.0
CHC_STL_2021-09-26,2021-09-26,25,28,-152.0,40.0,1449.92624703809,1537.09750393785,7.651315789473684,8.078947368421053,5.0,8.0,0.7272727272727273,1.2686567164179106,4.322368421052632,4.394736842105263,2.0,4.0
ARI_LAD_2021-09-26,2021-09-26,4,29,-211.0,224.0,1437.48391776186,1599.43018698412,8.013333333333334,8.193103448275862,2.0,4.0,0.47058823529411764,1.7358490566037736,4.206666666666667,5.020689655172414,0.0,3.0
OAK_HOU_2021-09-26,2021-09-26,24,13,67.0,212.0,1531.34947806983,1557.22823378639,7.902597402597403,9.302631578947368,14.0,2.0,1.1690140845070423,1.4918032786885247,4.590909090909091,5.3881578947368425,4.0,3.0
LAA_SEA_2021-09-26,2021-09-26,5,1,-91.0,-40.0,1478.33592357314,1504.76843036209,8.274193548387096,7.466666666666667,5.0,6.0,0.9076923076923077,1.2727272727272727,4.362903225806452,4.3533333333333335,1.0,5.0
BOS_NYY_2021-09-26,2021-09-26,23,30,77.0,41.0,1528.20198764536,1537.67461204906,8.870967741935484,7.812903225806451,3.0,5.0,1.3134328358208955,1.3134328358208955,5.161290322580645,4.393548387096774,3.0,6.0
COL_SF_2021-09-26,2021-09-26,6,27,-42.0,162.0,1492.80720122753,1576.69438432447,8.2317880794702,8.695652173913043,2.0,7.0,0.8875,1.9487179487179487,4.596026490066225,5.260869565217392,2.0,6.0
MIN_TOR_2021-09-26,2021-09-26,17,9,-102.0,171.0,1483.95374923917,1550.94055454089,8.019867549668874,8.922077922077921,3.0,1.0,0.7976190476190477,1.2647058823529411,4.483443708609271,5.181818181818182,2.0,5.0
COL_SF_2021-09-26,2021-09-26,6,27,-46.0,166.0,1492.80720122753,1576.69438432447,8.210526315789474,8.706896551724139,2.0,6.0,0.8765432098765432,1.9743589743589745,4.578947368421052,5.267241379310345,2.0,7.0
CIN_WSH_2021-09-26,2021-09-26,21,3,24.0,-101.0,1503.94308287056,1471.85528292203,8.296774193548387,8.273504273504274,7.0,6.0,1.0666666666666667,0.625,4.825806451612904,4.222222222222222,9.0,2.0
CLE_CWS_2021-09-26,2021-09-26,15,16,-3.0,156.0,1499.47503015533,1528.62580172308,7.785234899328859,8.475,6.0,0.0,0.9866666666666667,1.5,4.409395973154362,5.116666666666666,2.0,5.0
DET_KC_2021-09-26,2021-09-26,22,12,-58.0,-73.0,1485.58824372076,1470.53815444951,7.993421052631579,8.558333333333334,5.0,1.0,0.9240506329113924,0.7910447761194029,4.302631578947368,4.308333333333334,1.0,2.0
PHI_PIT_2021-09-26,2021-09-26,19,20,-1.0,-209.0,1511.68213611878,1429.84798113477,8.012987012987013,7.690789473684211,3.0,0.0,1.0810810810810811,0.6,4.64935064935065,3.7171052631578947,0.0,6.0
BAL_TEX_2021-09-26,2021-09-26,18,11,-274.0,-187.0,1418.63562727894,1436.15758697365,8.019607843137255,7.688311688311688,3.0,2.0,0.47115384615384615,0.5714285714285714,4.117647058823529,3.824675324675325,4.0,7.0
LAA_SEA_2021-09-26,2021-09-26,5,1,-95.0,-36.0,1478.33592357314,1504.76843036209,8.232,7.47682119205298,1.0,5.0,0.8939393939393939,1.2878787878787878,4.336,4.357615894039735,14.0,1.0
ARI_LAD_2021-09-26,2021-09-26,4,29,-214.0,227.0,1437.48391776186,1599.43018698412,8.006622516556291,8.184931506849315,0.0,3.0,0.46601941747572817,1.7547169811320755,4.178807947019868,5.006849315068493,7.0,2.0
MIL_NYM_2021-09-26,2021-09-26,2,14,128.0,-36.0,1543.62588535448,1488.43392149871,7.701298701298701,7.627450980392157,5.0,1.0,1.5245901639344261,0.8888888888888888,4.577922077922078,3.8823529411764706,8.0,4.0
CIN_PIT_2021-09-27,2021-09-27,21,20,31.0,-203.0,1506.82473085549,1434.4256112005,8.333333333333334,7.686274509803922,9.0,6.0,1.08,0.6105263157894737,4.852564102564102,3.7320261437908497,13.0,1.0
DET_CWS_2021-09-27,2021-09-27,22,16,-59.0,159.0,1484.03140410838,1530.76556176448,7.973856209150327,8.512396694214877,1.0,5.0,0.9125,1.5208333333333333,4.281045751633987,5.115702479338843,7.0,8.0
CLE_KC_2021-09-27,2021-09-27,15,12,-6.0,-72.0,1497.33527011393,1472.09499406189,7.8,8.570247933884298,2.0,2.0,0.9736842105263158,0.8059701492537313,4.3933333333333335,4.289256198347108,8.0,3.0
STL_MIL_2021-09-28,2021-09-28,28,2,42.0,132.0,1538.52233320916,1545.52110506547,8.071895424836601,7.703225806451613,4.0,8.0,1.2835820895522387,1.540983606557377,4.392156862745098,4.6,6.0,2.0
MIN_DET_2021-09-28,2021-09-28,17,22,-105.0,-60.0,1482.1464897915,1482.77872179284,8.019736842105264,7.9935064935064934,2.0,7.0,0.788235294117647,0.9012345679012346,4.467105263157895,4.298701298701299,3.0,2.0
ATL_PHI_2021-09-28,2021-09-28,26,19,122.0,-7.0,1556.06199545494,1507.10450605305,8.142857142857142,8.0,4.0,0.0,1.1690140845070423,1.0666666666666667,4.915584415584416,4.619354838709677,2.0,1.0
NYM_MIA_2021-09-28,2021-09-28,14,7,-40.0,-24.0,1488.41334444992,1462.66401953643,7.623376623376624,7.7844827586206895,4.0,6.0,0.8780487804878049,0.7313432835820896,3.883116883116883,4.0,2.0,1.0
BAL_BOS_2021-09-28,2021-09-28,18,23,-277.0,74.0,1416.38535621296,1525.9421066954,7.9935064935064934,8.884615384615385,4.0,3.0,0.4666666666666667,1.2941176470588236,4.116883116883117,5.147435897435898,4.0,2.0
PIT_CHC_2021-09-28,2021-09-28,20,25,-215.0,-154.0,1431.09546984388,1448.50141776678,7.675324675324675,7.65359477124183,1.0,2.0,0.6041666666666666,0.7191011235955056,3.7142857142857144,4.30718954248366,8.0,6.0
SEA_OAK_2021-09-28,2021-09-28,1,24,-49.0,68.0,1511.63333574673,1528.48243064254,7.467105263157895,7.909677419354839,1.0,4.0,1.2686567164179106,1.1830985915492958,4.3355263157894735,4.587096774193548,13.0,4.0
COL_WSH_2021-09-28,2021-09-28,6,3,-51.0,-108.0,1489.30789910813,1470.56440086059,8.22875816993464,8.23728813559322,2.0,2.0,0.8658536585365854,0.6164383561643836,4.562091503267974,4.203389830508475,4.0,5.0
NYM_MIA_2021-09-28,2021-09-28,14,7,-39.0,-25.0,1488.41334444992,1462.66401953643,7.606451612903226,7.760683760683761,2.0,1.0,0.8902439024390244,0.7205882352941176,3.870967741935484,3.9743589743589745,5.0,2.0
TOR_NYY_2021-09-28,2021-09-28,9,30,174.0,44.0,1552.74781398856,1539.93449299902,8.92258064516129,7.826923076923077,5.0,6.0,1.2794117647058822,1.328358208955224,5.180645161290323,4.403846153846154,2.0,7.0
PIT_CHC_2021-09-29,2021-09-29,20,25,-213.0,-156.0,1432.92273998979,1446.67414762087,7.690322580645161,7.681818181818182,8.0,6.0,0.6145833333333334,0.7111111111111111,3.7419354838709675,4.318181818181818,2.0,3.0
STL_MIL_2021-09-29,2021-09-29,28,2,46.0,128.0,1540.97341609122,1543.07002218341,8.090909090909092,7.711538461538462,6.0,2.0,1.2985074626865671,1.5161290322580645,4.402597402597403,4.583333333333333,0.0,4.0
MIN_DET_2021-09-29,2021-09-29,17,22,-104.0,-61.0,1483.39605551396,1481.52915607038,8.013071895424837,7.993548387096774,3.0,2.0,0.8,0.8902439024390244,4.457516339869281,4.283870967741936,5.0,2.0
ATL_PHI_2021-09-29,2021-09-29,26,19,123.0,-8.0,1557.07672128428,1506.08978022371,8.116129032258064,7.967948717948718,2.0,1.0,1.1830985915492958,1.0526315789473684,4.896774193548387,4.596153846153846,7.0,2.0
NYM_MIA_2021-09-29,2021-09-29,14,7,-36.0,-28.0,1489.56387869753,1461.51348528882,7.608974358974359,7.737288135593221,5.0,2.0,0.9024390243902439,0.7101449275362319,3.878205128205128,3.957627118644068,2.0,3.0
TOR_NYY_2021-09-29,2021-09-29,9,30,169.0,49.0,1549.43625972569,1543.24604726189,8.884615384615385,7.8471337579617835,2.0,7.0,1.2608695652173914,1.3432835820895523,5.160256410256411,4.420382165605096,6.0,5.0
BAL_BOS_2021-09-29,2021-09-29,18,23,-275.0,72.0,1418.73582218243,1523.59164072593,8.0,8.847133757961783,4.0,2.0,0.47619047619047616,1.2753623188405796,4.116129032258065,5.127388535031847,0.0,6.0
CWS_CIN_2021-09-29,2021-09-29,16,21,160.0,43.0,1534.74056256967,1507.43255372246,8.532786885245901,8.388535031847134,8.0,13.0,1.5416666666666667,1.0933333333333333,5.139344262295082,4.904458598726115,7.0,1.0
SEA_OAK_2021-09-29,2021-09-29,1,24,-40.0,59.0,1513.45230364543,1526.66346274384,7.509803921568627,7.903846153846154,13.0,4.0,1.2835820895522387,1.1666666666666667,4.392156862745098,4.583333333333333,4.0,2.0
LAD_SD_2021-09-29,2021-09-29,29,10,222.0,39.0,1601.40552324179,1498.0460054071,8.16326530612245,7.779661016949152,2.0,3.0,1.7222222222222223,0.9666666666666667,4.98639455782313,4.372881355932203,2.0,1.0
SF_ARI_2021-09-29,2021-09-29,27,4,171.0,-209.0,1579.4237392671,1435.52481515454,8.726495726495726,8.013157894736842,7.0,7.0,2.0,0.47572815533980584,5.282051282051282,4.197368421052632,6.0,4.0
COL_WSH_2021-09-29,2021-09-29,6,3,-52.0,-107.0,1490.6823631746,1469.18993679412,8.227272727272727,8.260504201680673,4.0,5.0,0.8554216867469879,0.6301369863013698,4.558441558441558,4.2100840336134455,3.0,1.0
KC_CLE_2021-09-29,2021-09-29,12,15,-77.0,-1.0,1471.47762370872,1497.9526404671,8.557377049180328,7.814569536423841,3.0,8.0,0.7941176470588235,0.9868421052631579,4.278688524590164,4.417218543046357,6.0,4.0
HOU_TB_2021-09-29,2021-09-29,13,8,211.0,141.0,1557.20150131838,1574.82828201957,9.300653594771243,8.094488188976378,3.0,7.0,1.467741935483871,1.5918367346938775,5.372549019607843,5.2047244094488185,4.0,3.0
TEX_LAA_2021-09-29,2021-09-29,11,5,-184.0,-82.0,1440.61690031788,1473.53151920088,7.716129032258064,8.277777777777779,7.0,14.0,0.5816326530612245,0.9090909090909091,3.8451612903225807,4.412698412698413,5.0,2.0
COL_WSH_2021-09-29,2021-09-29,6,3,-50.0,-109.0,1490.6823631746,1469.18993679412,8.23225806451613,8.25,3.0,1.0,0.8674698795180723,0.6216216216216216,4.548387096774194,4.183333333333334,10.0,5.0
HOU_TB_2021-09-30,2021-09-30,13,8,212.0,140.0,1553.49763359615,1578.5321497418,9.279220779220779,8.078125,4.0,3.0,1.4838709677419355,1.56,5.363636363636363,5.1875,0.0,7.0
STL_MIL_2021-09-30,2021-09-30,28,2,42.0,132.0,1538.1558766981,1545.88756157653,8.058064516129033,7.719745222929936,0.0,4.0,1.2794117647058822,1.532258064516129,4.374193548387097,4.579617834394904,4.0,3.0
LAD_SD_2021-09-30,2021-09-30,29,10,223.0,38.0,1602.47518506761,1496.97634358128,8.14864864864865,7.7478991596638656,2.0,1.0,1.7407407407407407,0.9508196721311475,4.966216216216216,4.34453781512605,11.0,9.0
SF_ARI_2021-09-30,2021-09-30,27,4,173.0,-211.0,1580.04576049821,1434.90279392343,8.728813559322035,8.013071895424837,6.0,4.0,2.0256410256410255,0.47115384615384615,5.288135593220339,4.196078431372549,1.0,0.0
KC_CLE_2021-09-30,2021-09-30,12,15,-75.0,-3.0,1474.38962770812,1495.0406364677,8.536585365853659,7.822368421052632,6.0,4.0,0.8088235294117647,0.974025974025974,4.2926829268292686,4.4144736842105265,10.0,5.0
TEX_LAA_2021-09-30,2021-09-30,11,5,-181.0,-85.0,1437.86042885142,1476.28799066734,7.7243589743589745,8.244094488188976,5.0,2.0,0.5918367346938775,0.8955223880597015,3.8525641025641026,4.393700787401575,2.0,7.0
MIN_DET_2021-09-30,2021-09-30,17,22,-101.0,-64.0,1485.33496521053,1479.59024637381,8.006493506493506,8.006410256410257,5.0,2.0,0.8117647058823529,0.8795180722891566,4.461038961038961,4.269230769230769,7.0,10.0
ATL_PHI_2021-09-30,2021-09-30,26,19,128.0,-13.0,1559.23525283023,1503.93124867776,8.134615384615385,7.949044585987261,7.0,2.0,1.1971830985915493,1.0389610389610389,4.910256410256411,4.579617834394904,5.0,3.0
NYM_MIA_2021-09-30,2021-09-30,14,7,-37.0,-27.0,1487.89895222229,1463.17841176406,7.617834394904459,7.714285714285714,2.0,3.0,0.891566265060241,0.7246376811594203,3.8662420382165603,3.9495798319327733,12.0,3.0
